Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Twilight Indoor Triathlon 2017;Saturday, January  7, 2017;Cuyahoga Falls Natatorium - Corner Stow & 3rd St 2345 Fourth Street Cuyahoga Falls , OH 44221 ;triathlon; Triathlon Super Sprint Beginner;North Coast Multisports, Inc;https://endurancecui.active.com/event-reg/select-race?e=24431251;http://www.active.com//cuyahoga-falls-oh/triathlon/races/twilight-indoor-triathlon-2017?int=72-3-A7
The Cotswold Way Challenge;Saturday, July  1, 2017 - Sunday, July  2, 2017;Action Challenge North Rd London , United Kingdom N7 9DP ;triathlon; Running Distance Running;Action Challenge; ;http://www.active.com//london/running/distance-running/the-cotswold-way-challenge-2017?int=72-3-A9
2017 Muncie May Olympic/Sprint Tri, Du & Aqb;Saturday, May 13, 2017;Prairie Creek Reservoir 7701 So. Co. rd 565 East Selma , IN 47302 ;triathlon; Triathlon Super Sprint Sprint International Beginner;America Multi-Sport, Inc. AX; ;http://www.active.com//selma-in/duathlon/races/muncie-may-olympic-sprint-tri-du-and-aqb-2017?int=72-3-A8
Abersoch Triple Crown 2017;Saturday, June  3, 2017 - Saturday, September 23, 2017;Abersoch Golf Road Abersoch , Gwynedd , United Kingdom LL53 7EY ;triathlon; Running Distance Running;Sensation Group;http://www.abersochtriplecrown.com;http://www.active.com//abersoch-gwynedd/running/distance-running-races/abersoch-triple-crown-2017?int=72-3-A1
Chula Vista Challenge- CVC San Diego Half 2017;Sunday, August 13, 2017;Bayside Park, Chula Vista 999 Bayside Parkway Chula Vista , CA 91910 ;triathlon; Triathlon Sprint Beginner Chula Vista, CA;Buckeye Sports Production;http://www.chulavistachallenge.com/;http://www.active.com//chula-vista-ca/cycling/races/chula-vista-challenge-cvc-san-diego-half-2017?int=72-3-A2
2016 DSM Tri Club Registration;Friday, October 30, 2015 @ 11:59 PM (CDT) - Saturday, December 31, 2016 @ 11:59 PM (CST);Des Moines, IA  Des Moines , IA 50310 ;triathlon; Triathlon Des Moines, IA; ;http://dsmtri.com;http://www.active.com//des-moines-ia/triathlon/memberships/2016-dsm-tri-club-registration-2015?int=72-3-A10
Huckins' Tri-ath-Loon;Saturday, June 17, 2017;YMCA Camp Huckins 17 Camp Huckins Rd Freedom , NH 03836 ;triathlon; Triathlon Sprint Beginner;Tri Tek Events; ;http://www.active.com//freedom-nh/duathlon/races/huckins-tri-ath-loon-2017?int=72-3-A3
HITS Triathlon Series Ocala Week-long Tri-Camp 2017;Monday, February  6, 2017 - Friday, February 10, 2017;Ocala, FL Carney Island Park 13275 Southeast 115th Ave Ocklawaha , FL 32179 ;triathlon; Triathlon Beginner;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//ocklawaha-fl/triathlon/camps/hits-triathlon-series-ocala-week-long-tri-camp-2017?int=72-3-A11
HITS Triathlon Series - Ocala, FL 2017;Saturday, April  1, 2017 - Sunday, April  2, 2017;Ocala, FL Carney Island Park 13275 Southeast 115th Ave Ocklawaha , FL 32179 ;triathlon; Triathlon Sprint International Beginner;HITS, Inc.;http://www.hitstriathlonseries.com;http://www.active.com//ocklawaha-fl/triathlon/races/hits-triathlon-series-ocala-fl-2017?int=72-3-A9
TOUGHMAN Indiana at Noblesville;Saturday, May 20, 2017;Morse Park and Beach 19777 Morse Park Lane Noblesville , IN 46060 ;triathlon; Duathlon Noblesville, IN;Heartland Endurance Sports;http://toughmanindiana.com;http://www.active.com//noblesville-in/duathlon/races/toughman-indiana-at-noblesville-2017?int=72-3-A1
Exceleration - Youth Group;Tuesday, September 13, 2016 @  6:30 AM - Tuesday, December 13, 2016 @  7:30 AM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon; Triathlon;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-youth-group-2016-25335853?int=72-3-A11
Ironman 70.3 Calgary 2017;Sunday, July 23, 2017;Auburn Bay 200 Auburn Bay Boulevard SE Calgary , AB , Canada T3M 0A4 ;triathlon; Triathlon Half Ironman Beginner;Rocky Mountain Triathlon Company;http://www.ironmancalgary.com;http://www.active.com//calgary-ab/triathlon/races/ironman-70-3-calgary-2017-26920732?int=72-3-A2
Triathlon Base Training Programs;Sunday, September  1, 2013 @ 11:59 PM (PDT) - Sunday, January  1, 2017 @ 11:59 PM (PST);On-Line  Rancho Cucamonga , CA 91701 ;triathlon; Triathlon Marathon Ultra 10K Half Marathon 1 Mile 1K 5K 5 Mile International Ironman Sprint Half Ironman Beginner Rancho Cucamonga, CA; ;http://www.coach-tony.com;http://www.active.com//rancho-cucamonga-ca/running/distance-running-races/triathlon-base-training-programs-2013?int=72-3-A10
LAVA Magazine Subscription;Saturday, December 31, 2016;LAVA Magazine  Encinitas , CA 92024 ;triathlon; Triathlon Encinitas, CA; ;http://lavamagazine.com/;http://www.active.com//encinitas-ca/triathlon/memberships/lava-magazine-subscription-2016?int=72-3-A4
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (PST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Burbank , CA 91504 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Burbank, CA; ; ;http://www.active.com//burbank-ca/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A3
STEEL FITNESS INDOOR TRIATHLON/DUATHLON;Saturday, March 11, 2017;Steel Fitness Premier 250 Cetronia Rd Suite 100 Allentown , PA 18104 ;triathlon; Triathlon Beginner Allentown, PA;Steel Fitness Premier; ;http://www.active.com//allentown-pa/duathlon/races/steel-fitness-indoor-triathlon-duathlon-2017-27004651?int=72-3-A8
The J Indoor Triathlon 2017;Sunday, February 26, 2017;Jewish Community Center of Greater Kansas City 5801 W 115th Street Overland Park , KS 66211 ;triathlon; Triathlon Sprint Super Sprint Beginner Overland Park, KS;Jewish Community Center of Greater Kansas City; ;http://www.active.com//overland-park-ks/triathlon/races/the-j-indoor-triathlon-2017?int=72-3-A5
Indoor Triathlon USA: New York 2017;Sunday, March 12, 2017;Brooklyn Sports Club 1540 Van Siclen Ave Brooklyn , NY 11239 ;triathlon; Triathlon Beginner Brooklyn, NY;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//brooklyn-ny/triathlon/races/indoor-triathlon-usa-new-york-2017?int=72-3-A3
Module 8 Event;Wednesday, August  9, 2017 - Tuesday, September  1, 2026;Active Headquarters 717 N Harwood Dallas , TX 75201 ;triathlon; Triathlon Marathon Sprint Dallas, TX;INT_Dane&#x27ands Rebel Alliance (Elite); ;http://www.active.com//dallas-tx/running/distance-running-races/module-8-event-2017?int=72-3-A9
SoCal Youth Triathlon Series Kids Chula Vista Tri PRERACE Clinic;Sunday, August  6, 2017;Bayside Park 999 Bayside Pkwy. Chula Vista , CA 91910 ;triathlon; Triathlon Beginner Chula Vista, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//chula-vista-ca/triathlon/clinics/socal-youth-triathlon-series-kids-chula-vista-tri-prerace-clinic-2017?int=72-3-A6
2017 Havasu Triathlon and Mountain Collegiate Triathlon Conference Championships;Saturday, March 18, 2017;Havasu State Park 699 London Bridge Road Lake Havasu , AZ 86403 ;triathlon; Triathlon Sprint International Beginner;Tucson Racing;http://www.tucsonracing.com;http://www.active.com//lake-havasu-az/triathlon/races/havasu-triathlon-and-mountain-collegiate-triathlon-conference-championships-2017?int=72-3-A4
Lake Raystown Triathlon: Half, Olympic, Sprint;Sunday, May 21, 2017;Lake Raystown Resort 3101 Chipmunk Crossing Entriken , PA 16638 ;triathlon; Triathlon International Sprint Beginner;Flat Tire Events;http://www.lakeraystowntri.com;http://www.active.com//entriken-pa/triathlon/races/lake-raystown-triathlon-half-olympic-sprint-2017?int=72-3-A4
2017 IRONMAN 70.3 Puerto Rico;Sunday, March 19, 2017;Caribe Hilton 1 San Geronimo Street San Juan , PR 00901 ;triathlon; Triathlon Half Ironman Beginner;BN Sports, LLC_WTC;http://www.ironman.com/puertorico70.3;http://www.active.com//san-juan-pr/triathlon/races/ironman-70-3-puerto-rico-2017?int=72-3-A6
Triathlon Event - Tri-Evergreen;Monday, March  6, 2017 @ 10:30 AM (MST) - Friday, June  9, 2017 @ 11:30 AM (MDT);Wulf Recreation Center Physical: 5300 South Olive Road Mailing: 1521 Bergen Parkway Evergreen , CO 80439 ;triathlon; Triathlon Evergreen, CO;Evergreen Park and Recreation District; ;http://www.active.com//evergreen-co/triathlon/classes/triathlon-event-tri-evergreen-2017?int=72-3-A6
XMAN XXX Wimbleball, Exmoor 225K;Sunday, July 30, 2017;Wimbleball Lake Wimbleball Lake Country Park, Somerset Nr Dulverton, Somerset Minehead , Somerset , United Kingdom TA22 9NU ;triathlon; Triathlon;Xman Events Ltd;http://xmanevents.com;http://www.active.com//minehead-somerset/triathlon/races/xman-xxx-wimbleball-exmoor-225k-2017?int=72-3-A11
Xterra Paraguay 2016;Saturday, December  3, 2016;XTERRA-PARAGUAY ( Ranking Nacional 2016 ) 0000,Altos,Cordillera Paraguay,PY Altos,Cordillera,Py , Cordilera,PY , Paraguay 0000 ;triathlon; Triathlon Beginner;Rebelocity LLC;http://www.xterraparaguay.com;http://www.active.com//altos-cordillera-py-cordilerapy/triathlon/races/xterra-paraguay-2016?int=72-3-A5
Triathlon Training Camp;Sunday, January  8, 2017 @  8:00 AM (PST) - Sunday, March 12, 2017 @ 12:00 PM (PDT);Pool - Pleasant Hill Education Center 1 Santa Barbara Road Pleasant Hill , CA 94523 ;triathlon; Triathlon Pleasant Hill, CA;Pleasant Hill Recreation and Park District; ;http://www.active.com/http://www.activekids.com/pleasant-hill-ca/triathlon/camps/triathlon-training-camp-2017?int=72-3-A7
2016 MHWTC Registration;Friday, January  1, 2016 - Friday, December 30, 2016;Mullica Hill & Surrounding Areas Swim, Bike, and Run Mullica Hill , NJ 08062 ;triathlon; Triathlon;Mullica Hill Women&#x27ands Tri Club;http://www.mullicahilltriclub.com;http://www.active.com//mullica-hill-nj/triathlon/memberships/mhwtc-registration-2016?int=72-3-A8
Shiprock Triathlon Festival;Saturday, April 15, 2017;  Shiprock High School, U.S. 64, Shiprock, NM Shiprock , NM 87420 ;triathlon; Running 10K 5K Sprint Beginner;Four Corner Triathlon Club ;http://www.4cornerstri.club/shiprock-triathlon-festival-.html;http://www.active.com//shiprock-nm/running/distance-running-races/shiprock-triathlon-festival-2017?int=72-3-A7
2017 Wilde Storm Challenge;Sunday, April  2, 2017;Nathan Benderson Park 5851 Nathan Benderson Circle Sarasota , FL 34235 ;triathlon; Triathlon Sprint Sarasota, FL;Sarasota Storm Tri Club;http://StormChallenge.com;http://www.active.com//sarasota-fl/triathlon/races/wilde-storm-challenge-2017?int=72-3-A5
Indoor Triathlon USA: Los Angeles 2017;Sunday, January  8, 2017;Bay Club - South Bay 2250 Park Place El Segundo , CA 90245 ;triathlon; Triathlon Beginner El Segundo, CA;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//el-segundo-ca/triathlon/races/indoor-triathlon-usa-los-angeles-2017?int=72-3-A6
Tri-Factor Series 2017 - SG Edition;Sunday, May  7, 2017 - Sunday, August 20, 2017;Sample Location 123 Test Street - , Singapore 123456 ;triathlon;  ;Active Network Singapore; ;http://www.active.com//water-sports/swimming-races/tri-factor-series-sg-edition-2017?int=72-3-A10
Fleet Feet Sports Women's Triathlon Festival;Saturday, September  9, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Sprint Super Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/fleet-feet-sports-women-s-triathlon-festival-2017?int=72-3-A1
La Habana Triathlon;Saturday, February 25, 2017 - Sunday, February 26, 2017;Marina Hemingway Calle 248 Y 5Ta Av. Santa Fe Playa , Havana , Cuba 11300 ;triathlon; Triathlon Sprint Half Ironman Beginner;Eventos Latinoamerica, S.L.;http://triathlonhavana.com;http://www.active.com//santa-fe-playa-havana/triathlon/races/la-habana-triathlon-2017?int=72-3-A7
TriByKnight Triathlon;Saturday, May  6, 2017;Wartburg College 100 Wartburg Ave Waverly , IA 50677 ;triathlon; Triathlon Sprint Beginner;Wartburg College;http://www.scheelscommunity.com/events/tribyknight/;http://www.active.com//waverly-ia/triathlon/races/tribyknight-triathlon-2017?int=72-3-A4
Rev3 Williamsburg 2017;Sunday, July  9, 2017;Chickahominy Riverfront Park 1350 John Tyler Memorial Hwy Williamsburg , VA 23185 ;triathlon; Triathlon International Beginner Williamsburg, VA;ATP Productions;http://rev3tri.com;http://www.active.com//williamsburg-va/triathlon/races/rev3-williamsburg-2017?int=72-3-A8
Red Hills Triathlon 2017;Saturday, March 25, 2017;Alfred B. Maclay State Park 3540 Thomasville Rd Tallahassee , FL 32309 ;triathlon; Triathlon Sprint Beginner Tallahassee, FL;Red Hills Triathlon;http://www.redhillstri.com;http://www.active.com//tallahassee-fl/triathlon/races/red-hills-triathlon-2017?int=72-3-A9
Exceleration - Kids of Steel;Friday, September 16, 2016 @  5:00 PM - Friday, December  2, 2016 @  6:30 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon;  ;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-kids-of-steel-2016-25335869?int=72-3-A4
Tri Fort Worth Full Iron distance Triathlon;Sunday, May 21, 2017;Marine Creek 2664 Jim Wright freeway Fort Worth , TX 76116 ;triathlon; Other Endurance Fort Worth, TX;Trident Sports;http://www.trifortworth.com;http://www.active.com//fort-worth-tx/triathlon/races/tri-fort-worth-full-iron-distance-triathlon-2017?int=72-3-A9
Laguna Niguel Triathlon;Sunday, January 29, 2017;Crown Valley Community Park 29751 Crown Valley Pkwy Laguna Niguel , CA 92677 ;triathlon; Triathlon 5K Super Sprint Beginner Laguna Niguel, CA;Renegade Racing;http://LagunaNiguelTriathlon.com;http://www.active.com//laguna-niguel-ca/running/races/laguna-niguel-triathlon-2017?int=72-3-A11
COTC Member Registration;Thursday, January  1, 2015 - Monday, January  1, 2018 @ 11:59 PM (EST);Greater Columbus Area  Columbus , OH 43215 ;triathlon; Triathlon Columbus, OH; ;http://cotclub.us/;http://www.active.com//columbus-oh/triathlon/memberships/cotc-member-registration-2015?int=72-3-A7
2016 Fujifilm Whitehaven Beach Ocean Swim, Hamilton Island;Sunday, November 13, 2016;Hamilton Island Po Box 148 Hamilton island , QLD , Australia 4803 ;triathlon; Water Sports;Hamilton Island Limited;http://www.hamiltonisland.com.au/sports-events/triathlon-and-ocean-swimming;http://www.active.com//hamilton-island-qld/water-sports/swimming/fujifilm-whitehaven-beach-ocean-swim-hamilton-island-2016?int=72-3-A1
Oakfest Triathlon 2017;Sunday, July 23, 2017;Oakland Belgrade Ave Oakland , ME 04963 ;triathlon; Triathlon Sprint Beginner;Oakfest; ;http://www.active.com//oakland-me/triathlon/races/oakfest-triathlon-2017?int=72-3-A2
Hope For Crohn's Blue Wave Triathlon/Duathlon;Saturday, June  3, 2017;McNears Beach County Park 201 Contera Way San Rafael , CA 94901 ;triathlon; Triathlon Sprint Beginner San Rafael, CA;Rachel A. Bonner Hope For Crohn&#x27ands;http://www.hfcbluewavetriathlon.homestead.com;http://www.active.com//san-rafael-ca/duathlon/races/hope-for-crohn-s-blue-wave-triathlon-duathlon-2017?int=72-3-A8
IRONMAN 70.3 PUCON;Sunday, January 15, 2017;Playa Grande Pucon, Region de la Araucania Miguel Ansorena 121 PucГіn IX RegiГіn Region de la Araucania , Chile 4920000 ;triathlon; Triathlon Half Ironman;Club Deportivo Universidad Catolica_WTC;http://www.ironman.com/triathlon/events/americas/ironman-70.3/pucon.aspx;http://www.active.com//region-de-la-araucania/triathlon/races/ironman-70-3-pucon-2017?int=72-3-A5
Lake George Triathlon Festival 2017;Saturday, September  2, 2017 - Sunday, September  3, 2017;Battle Field Beach Road Lake George , NY 12845 ;triathlon; Triathlon International Beginner;Adirondack Race Management ;http://www.adkracemgmt.com;http://www.active.com//lake-george-ny/triathlon/races/lake-george-triathlon-festival-2017?int=72-3-A10
Tick Tock Triathlon for Kids;Saturday, August 12, 2017;Hudson Park Estates 2600 Blue Heron Dr Hudson , OH 44236 ;triathlon; Triathlon Beginner;Tick Tock Triathlon;http://ticktocktriathlon.com;http://www.active.com//hudson-oh/triathlon/races/tick-tock-triathlon-for-kids-2017?int=72-3-A11
2017 Capitol View Triathlon and Duathlon;Sunday, May 21, 2017;Governor Nelson State Park 5140 Cty Hwy M Waunakee , WI 53597 ;triathlon; Duathlon Sprint International Beginner Waunakee, WI;Capitol View Events;http://www.capitolviewtriathlon.com;http://www.active.com//waunakee-wi/duathlon/races/capitol-view-triathlon-and-duathlon-2017?int=72-3-A1
IRONMAN 70.3 Costa Rica 2017;Sunday, June 18, 2017;Playa del Coco, Guanacaste 151 Coco Playa del Coco , Guanacaste , Costa Rica 50503 ;triathlon; Triathlon Half Ironman;Miami Tri Events;http://ironman.com/costarica70.3;http://www.active.com//playa-del-coco-guanacaste/triathlon/races/ironman-70-3-costa-rica-2017?int=72-3-A10
The 20th Annual Granite Bay Triathlon;Saturday, August 26, 2017;Granite Beach 8000 Douglas Blvd. Granite Bay , CA 95746 ;triathlon; Triathlon Sprint Beginner Granite Bay, CA;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//granite-bay-ca/triathlon/races/the-20th-annual-granite-bay-triathlon-2017?int=72-3-A2
Exceleration - Kids of Steel;Wednesday, September 14, 2016 @  5:00 PM - Wednesday, November 30, 2016 @  6:30 PM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon;  ;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-kids-of-steel-2016-25335844?int=72-3-A5
DFW Tri Club Oil Man & Austin 70.3 Training Group (12-13 weeks);Monday, August  8, 2016 - Sunday, November  6, 2016;White Rock Lake 521 E Lawther Dr Dallas , TX 75218 ;triathlon; Triathlon Beginner Dallas, TX;DFW Tri Club;http://www.dfwtriclub.com/;http://www.active.com//dallas-tx/triathlon/dfw-tri-club-oil-man-and-austin-70-3-training-group-12-13-weeks-2016?int=72-3-A3
Indoor Triathlon USA: Denver 2017;Sunday, February 26, 2017;Northglenn Recreation Center 11701 Community Center drive Northglenn , CO 80233 ;triathlon; Triathlon Beginner;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//northglenn-co/triathlon/races/indoor-triathlon-usa-denver-2017?int=72-3-A10
Running a Half Marathon, Marathon, Half Ironman, Ironman (or combo) in all 50 States OR 100 HALFS;Saturday, March 16, 2013 - Sunday, December 31, 2017 @ 11:00 PM (EST);Register Online at OFFICIAL WEBSITE - See more detailed info below www.halfmarathonclub.com Providence , RI 02906 ;triathlon; Running Distance Running Half Marathon Marathon Ironman Beginner Providence, RI; ; ;http://www.active.com//providence-ri/running/distance-running-memberships/running-a-half-marathon-marathon-half-ironman-ironman-or-combo-in-all-50-states-or-100-halfs-2013?int=72-3-A8
Callaway Gardens Olympic Triathlon/Duathlon and 5k;Sunday, August 27, 2017;Callaway Gardens Robin Lake Beach Callway Gardens Pine Mountain , GA 31822 ;triathlon; Triathlon 5K Sprint International Beginner;TriColumbusGa;http://www.tricolumbusga.com;http://www.active.com//pine-mountain-ga/running/distance-running-races/callaway-gardens-olympic-triathlon-duathlon-and-5k-2017?int=72-3-A9
Race #5;Sunday, August 13, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-5-2017-26378932?int=72-3-A6
Siskiyou Sprint Tri/Duo;Sunday, April 16, 2017;Grants Pass YMCA 1000 Redwood Ave. Grants Pass , OR 97527 ;triathlon; Triathlon 5K Beginner;Rogue Valley Race Group;http://siskiyousprinttri.com/;http://www.active.com//grants-pass-or/running/distance-running-races/siskiyou-sprint-tri-duo-2017?int=72-3-A3
TRI CLEAR LAKE;Saturday, June 10, 2017;State Park Beach 6490 South Shore Dr. Clear Lake , IA 50428 ;triathlon; Triathlon Sprint;Clear Lake Chamber of Commerce;http://www.triclearlake.com;http://www.active.com//clear-lake-ia/triathlon/races/tri-clear-lake-2017?int=72-3-A11
Seaside Triathlon and Duathlon;Sunday, June 11, 2017;Seaside Park 1 Barnum Dyke Bridgeport , CT 06605 ;triathlon; Duathlon Sprint Beginner;Trifitness;http://www.trifitness.net/events/seaside.html;http://www.active.com//bridgeport-ct/duathlon/races/seaside-triathlon-and-duathlon-2017?int=72-3-A11
Honolulu Triathlon 2017;Sunday, May 14, 2017;Ala Moana Beach Park/Magic Island 1201 Ala Moana Blvd Honolulu , HI 96814 ;triathlon; Triathlon 10K Sprint International Beginner Honolulu, HI;Honolulu Triathlon;http://www.honolulutriathlon.com;http://www.active.com//honolulu-hi/running/races/honolulu-triathlon-2017?int=72-3-A6
SoCal Youth Triathlon Series San Diego Family Retro Tri & Kids Splash & Dash PreEvent Clinic;Sunday, May 21, 2017;South Shores Park, Mission Bay South Shores Park San Diego , CA 92109 ;triathlon; Triathlon Beginner San Diego, CA;TriUSCoaching;http://www.triuscoaching.com/upcoming-events;http://www.active.com//san-diego-ca/triathlon/clinics/socal-youth-triathlon-series-san-diego-family-retro-tri-and-kids-splash-and-dash-preevent-clinic-2017?int=72-3-A4
West Point Lake Olympic Triathlon;Sunday, April 23, 2017;R. Shaefer Heard State Park 101 R. Shaefer Heard Park Rd. West Point , GA 31833 ;triathlon; Triathlon International Beginner;Georgia Multisports Production;http://gamultisports.com/westpointlakeolympictriathlon/;http://www.active.com//west-point-ga/triathlon/races/west-point-lake-olympic-triathlon-2017?int=72-3-A1
Intersport Townsville Triathlon Festival;Friday, August 18, 2017 - Sunday, August 20, 2017;Townsville The Strand Townsville , QLD , Australia 4810 ;triathlon; Water Sports Beginner;Townsville Triathlon Festival;http://www.townsvilletrifestival.org.au;http://www.active.com//townsville-qld/running/distance-running-races/intersport-townsville-triathlon-festival-2017?int=72-3-A6
Iron Fitness Ultra Indoor multisport event;Sunday, December 11, 2016;Columbia Association Supreme Sports Club 7080 Deepage Drive Columbia , MD 21045 ;triathlon; Triathlon Beginner Columbia, MD;Be More Coaching and Events;http://tri2bemore.com/iron-fitness-140min-indoor-triathlon-challenge/;http://www.active.com//columbia-md/duathlon/races/iron-fitness-ultra-indoor-multisport-event-2016?int=72-3-A2
2017 Bengal Triathlon;Friday, April 21, 2017 - Saturday, April 22, 2017;Idaho State University Reed Gym 936 Martin Luther King, Jr Drive Building #45 Pocatello , ID 83209 ;triathlon; Triathlon Sprint Beginner;Pocatello Triathlon Club; ;http://www.active.com//pocatello-id/triathlon/races/bengal-triathlon-2017?int=72-3-A7
Abersoch Triathlon 2017;Saturday, June 17, 2017;Abersoch Golf Road Abersoch , Gwynedd , United Kingdom LL53 7EF ;triathlon; Triathlon International Sprint Beginner;Sensation Group;http://www.abersochtriplecrown.com;http://www.active.com//abersoch-gwynedd/triathlon/races/abersoch-triathlon-2017?int=72-3-A1
Blaine Triathlon sponsored by Blaine Medical Center;Saturday, September  9, 2017;Lakeside Commons Park 3020 Lakes Parkway Blaine , MN 55449 ;triathlon; Triathlon Sprint Beginner Blaine, MN;Blaine Parks and Recreation;http://www.blainetriathlon.com;http://www.active.com//blaine-mn/triathlon/races/blaine-triathlon-sponsored-by-blaine-medical-center-2017?int=72-3-A1
The Super Hero Triathlon & Duathlon;Sunday, September 10, 2017;Rancho Seco Park 14440 Twin Cities Road Herald , CA 95638 ;triathlon; Triathlon Super Sprint Beginner;Total Body Fitness;http://www.totalbodyfitness.com/;http://www.active.com//herald-ca/duathlon/races/the-super-hero-triathlon-and-duathlon-2017?int=72-3-A8
Tri To Help Connecticut Indoor Triathlon Epilepsy Fundraiser;Saturday, January 14, 2017;Healthtrax Fitness & Wellness Center 3 Weymouth Road Enfield , CT 06082 ;triathlon; Triathlon Sprint Beginner Enfield, CT;Stroup Kids For Kids Epilepsy Foundation;http://www.stroupkidsforkids.org/race;http://www.active.com//enfield-ct/triathlon/races/tri-to-help-connecticut-indoor-triathlon-epilepsy-fundraiser-2017?int=72-3-A8
2016 BATC Membership;Tuesday, January 12, 2016 @ 11:59 PM (EST) - Saturday, December 31, 2016 @ 11:59 PM (EST);Baltimore  Baltimore , MD 21224 ;triathlon; Triathlon Sprint International Baltimore, MD; ;http://www.baltimoretriathlon.org;http://www.active.com//baltimore-md/triathlon/memberships/batc-membership-2016?int=72-3-A7
28th Annual West Point Triathlon 2017;Sunday, August 20, 2017;West Point, NY Camp Buckner Patton Road West Point , NY 10996 ;triathlon; Triathlon Sprint Beginner;West Point Triathlon Team;http://www.usma.edu/triathlon/SitePages/West%20Point%20Triathlon.aspx;http://www.active.com//west-point-ny/triathlon/races/28th-annual-west-point-triathlon-2017?int=72-3-A2
Race #5;Sunday, August 13, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/race-5-2017?int=72-3-A7
SCTA, Santa Cruz Triathlon Association Membership 2016;Saturday, December 31, 2016 @ 11:59 PM (PST);Cowell Beach 21 Municipal Wharf Santa Cruz , CA 95060 ;triathlon; Triathlon International Sprint Santa Cruz, CA; ; ;http://www.active.com//santa-cruz-ca/triathlon/memberships/scta-santa-cruz-triathlon-association-membership-2016-2017?int=72-3-A9
Indoor Triathlon USA: Portland 2017;Sunday, January 22, 2017;Cascade Athletic Cluband FisherвЂ™s landing Vancouver 16096 SE 15th St Vancouver , WA 98683 ;triathlon; Triathlon Beginner Vancouver, WA;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//vancouver-wa/triathlon/races/indoor-triathlon-usa-portland-2017?int=72-3-A4
Monster Mojito;Sunday, May 14, 2017;Peterborough Rowing Lake Thorpe Meadows Peterborough , GB , United Kingdom PE3 6LN ;triathlon; Triathlon International Beginner;Monster Racing;http://www.monsterracing.net/;http://www.active.com//peterborough-gb/triathlon/races/monster-mojito-2017-25353197?int=72-3-A2
Georgia Peach Women's Sprint Triathlon;Sunday, August  6, 2017;Dallas Landing 5120 Allatoona Drive Acworth , GA 30068 ;triathlon; Triathlon International Sprint Beginner Acworth, GA;Georgia Multisports Production;http://gamultisports.com/acworthwomenssprinttriathlon/;http://www.active.com//acworth-ga/triathlon/races/georgia-peach-women-s-sprint-triathlon-2017?int=72-3-A2
Indoor Triathlon USA: Seattle 2017;Sunday, January 29, 2017;Meadowbrook Pool 10515 35 Ave NE Seattle , WA 98104 ;triathlon; Triathlon Beginner Seattle, WA;Indoor Triathlon USA;http://www.IndoorTriathlonUSA.com;http://www.active.com//seattle-wa/triathlon/races/indoor-triathlon-usa-seattle-2017-2018?int=72-3-A2
Lapland Triahtlon;Sunday, July  9, 2017;Luusuanpirtti Pirttikoskentie 2154 Rovaniemi , Lapland , Finland 97635 ;triathlon; Triathlon;S.H.O.K. Consulting Oy;https://www.facebook.com/events/1418334471517825/;http://www.active.com//rovaniemi-lapland/triathlon/races/lapland-triahtlon-2017?int=72-3-A9
Atlantic City Triathlon 2017;Saturday, August  5, 2017;Bader Field 601 N. Albany Ave. Atlantic City , NJ 08401 ;triathlon; Triathlon International Sprint Beginner;DelMoSports, LLC;http://delmosports.com/atlantic-city-triathlon-new-jersey-triathlon/;http://www.active.com//atlantic-city-nj/triathlon/races/atlantic-city-triathlon-2017?int=72-3-A7
