Event Name;Event Date;Event Location;Event Category;Event Type;Organizing Company;Company Website;Event Url
Montclair Sprint & Kids Tri 2017;Sunday, June 18, 2017;Dolphin Beach 4398 Spillway Lane Montclair , VA 22025 ;triathlon; Triathlon Sprint Beginner;ATP Productions;http://rev3tri.com/montclair-tri/;http://www.active.com//montclair-va/triathlon/races/montclair-sprint-and-kids-tri-2017?int=72-3-A77e30e046-5d83-48dc-8f32-cc25b9e5d75c
Sprint Triathlon 101 Clinic;Tuesday, March 28, 2017 @  5:30 PM - Thursday, May 18, 2017 @  6:30 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/sprint-triathlon-101-clinic-2017?int=72-3-A8ecd885a2-1f8c-464d-abf6-62bef7d3e16c
Monster Mojo;Sunday, May 14, 2017;Peterborough Rowing Lake Thorpe Meadows Peterborough , GB , United Kingdom PE3 6LN ;triathlon; Triathlon Beginner;Monster Racing;http://www.monsterracing.net/;http://www.active.com//peterborough-gb/triathlon/races/monster-mojo-2017?int=72-3-A930ea4320-3fd9-4e94-993c-c8b0fc197e6e
Sizzling Sprint & Youth Tri;Sunday, July 16, 2017;Vint Hill Larry Weeks Outdoor Pool 4248 Bludau Drive Warrenton , VA 20187 ;triathlon; Triathlon Sprint Beginner Warrenton, VA;ATP Productions;http://rev3tri.com;http://www.active.com//warrenton-va/triathlon/races/sizzling-sprint-and-youth-tri-2017?int=72-3-A1051e4aa33-99d2-4840-99da-4e65fb7553e6
Rage 2017;Saturday, April 22, 2017;Boulder Beach, Lake Mead 268 Lakeshore Road Boulder City , NV 89005 ;triathlon; Duathlon Sprint International Beginner;BBSC Endurance Sports;http://www.bbsctri.com/rage;http://www.active.com//boulder-city-nv/duathlon/races/rage-2017?int=72-3-A113f7052f7-42dc-4d27-8e8e-ac094b88056c
King Pine Tri & Duathlon;Saturday, June  3, 2017;King Pine Ski Area Rt.153 1251 Eaton Rd. Madison , NH 03849 ;triathlon; Triathlon International Sprint Beginner;Tri Tek Events;http://www.kingpinetri.com/index.php;http://www.active.com//madison-nh/duathlon/races/king-pine-tri-and-duathlon-2017?int=72-3-A14c4db664-8664-476a-a7a5-7898cd2a80e0
Flat Out Tri;Tuesday, March 18, 2014 - Monday, March 18, 2030;Lubbock PO BOX 93726 Lubbock , TX 79493 ;triathlon; Triathlon Lubbock, TX;BSLT Triathlon Inc;https://www.facebook.com/FlatOutTri?ref=br_tf;http://www.active.com//lubbock-tx/triathlon/memberships/flat-out-tri-2014?int=72-3-A2ee83d1c9-ca35-443c-ac07-5ba89225c8fe
Mary Meyer Life Fitness Pool Swim Workout;Friday, February  7, 2014 @  3:00 AM (PST) - Tuesday, December 31, 2019 @  4:00 AM (PST);Queen Anne Pool Q.A. pool 1920 1st Ave W Seattle , WA 98119 ;triathlon; Water Sports Seattle, WA; ;http://www.marymeyerlifefitness.com;http://www.active.com//seattle-wa/water-sports/swimming-training-plans/mary-meyer-life-fitness-pool-swim-workout-2014?int=72-3-A312bec1ec-9e54-4396-8cdd-77de9e61ac93
Tri NT Try Before You Buy (TBYB) 16/17;Friday, July 22, 2016 - Friday, June 30, 2017;KATHERINE Active Feet Program Macfarlane Primary School KATHERINE , NT , Australia 0851 ;triathlon; Triathlon Beginner;Triathlon Northern Territory;http://www.triathlon.org.au/State_Associations/NT/Northern_Territory_Home.htm;http://www.active.com//katherine-nt/triathlon/races/tri-nt-try-before-you-buy-tbyb-16-17-2016?int=72-3-A4cb9f0075-5960-4fe2-9766-8fb06c01c2e6
XMAN XXX Wimbleball, Exmoor 225K;Sunday, July 30, 2017;Wimbleball Lake Wimbleball Lake Country Park, Somerset Nr Dulverton, Somerset Minehead , Somerset , United Kingdom TA22 9NU ;triathlon; Triathlon;Xman Events Ltd;http://xmanevents.com;http://www.active.com//minehead-somerset/triathlon/races/xman-xxx-wimbleball-exmoor-225k-2017?int=72-3-A5bef7f0a3-ffd3-4295-b0b0-83ce45b53f69
TROFEO RAPA NUI - EASTER ISLAND;Friday, June  2, 2017 - Sunday, June  4, 2017;EASTER ISLAND HANGA ROA S/N EASTER ISLAND , CL , Chile 2770000 ;triathlon;  ;OLIMPO PRODUCCIONES;http://www.olimpo.cl;http://www.active.com//easter-island-cl/cycling/mountain-biking-races/trofeo-rapa-nui-easter-island-2017?int=72-3-A643075d0c-63b3-4026-af43-cb4832a27afa
2016 IRONMAN 70.3 Rio de Janeiro  - Charity Slots;Sunday, November  6, 2016;RIO DE JANEIRO RECREIO Avenida LГєcio Costa RIO DE JANEIRO , RIO DE JANEIRO , Brazil 22795-008 ;triathlon; Triathlon;Unlimited Sports;http://www.ironmanbrasil.com.br/2016/rio/br/;http://www.active.com//rio-de-janeiro-riodejaneiro/triathlon/races/ironman-70-3-rio-de-janeiro-charity-slots-2016?int=72-3-A793b7fc2e-6473-425d-b4c4-12e4f610db57
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, June 18, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/charleston-sprint-triathlon-5-race-option-2017-e?int=72-3-A8eaa59b4b-d089-4060-88e6-7e9cef8a3aa2
Ironman FlorianГіpolis Brasil 2017;Sunday, May 28, 2017;JurerГЄ Intenacional Av. dos Buzios Jurere , Santa Catarina , Brazil 88053-301 ;triathlon; Triathlon;Unlimited Sports;http://www.ironmanbrasil.com.br;http://www.active.com//jurere-santacatarina/triathlon/races/ironman-florian-polis-brasil-2017-23353059?int=72-3-A9d86e1f46-405b-4d38-b7b4-0aa93d6347e5
Blonde Runner Kids Triathlon Team Training;Tuesday, April  7, 2015 - Sunday, March  5, 2017;Davis County Utah . Bountiful , UT 84010 ;triathlon; Triathlon Beginner;Blonde Runner Health;http://TBRtriathlon.com;http://www.active.com//bountiful-ut/triathlon/programs/blonde-runner-kids-triathlon-team-training-2015?int=72-3-A10f634a866-3ad2-43e7-9a01-83302522ddf0
Lake Dunstan Triathlon;Monday, January  2, 2017;McNaulty Inlet Shortcut Road McNaulty Inlet Cromwell , New Zealand 9384 ;triathlon; Triathlon Sprint Beginner;Cromwell and Districts Promotion Group;http://www.cromwell.org.nz/lake-dunstan-triathlon.html;http://www.active.com//cromwell/duathlon/races/lake-dunstan-triathlon-2017?int=72-3-A1146fe9e4d-6a28-4d5a-9d80-e2f20b6fe275
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, August 13, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/charleston-sprint-triathlon-5-race-option-2017-a?int=72-3-A1a853939d-5f2f-472e-9fd9-16fbb5fb84ff
Red Dog Triathlon Training Membership;Wednesday, May  4, 2016 - Friday, May  5, 2017;Yeerongpilly 8/8 Park Lane Yeerongpilly , QLD , Australia 4105 ;triathlon; Triathlon; ; ;http://www.active.com//yeerongpilly-qld/triathlon/races/red-dog-triathlon-training-membership-2016?int=72-3-A25e2b997d-3f95-45ea-ba6c-b70770542d01
2016 Altitude Multisport Membership Registration;Thursday, December 10, 2015 @ 11:59 PM (MST) - Saturday, December 31, 2016 @ 11:59 PM (MST);Parker/Castle Rock  Parker , CO 80138 ;triathlon; Triathlon Sprint International Beginner Parker, CO; ;http://www.altitudemultisport.com;http://www.active.com//parker-co/triathlon/memberships/2016-altitude-multisport-membership-registration-2015?int=72-3-A3291b5de4-0495-43e4-b6fe-65eb2b8a4e58
Loveland Lake to Lake Triathlon;Sunday, June 25, 2017;Loveland High School 920 w 29th st Loveland , CO 80538 ;triathlon; Triathlon International Sprint Beginner;TTS;http://www.lovelandlaketolake.com/;http://www.active.com//loveland-co/triathlon/races/loveland-lake-to-lake-triathlon-2017?int=72-3-A4cb0563f4-de73-4c5e-b795-4992a9ce3d56
hollys2;Friday, January  2, 2015 - Friday, January  2, 2060;hollys 205 e 4th st spencerville , OH 45887 ;triathlon; Triathlon Super Sprint;hollys; ;http://www.active.com//spencerville-oh/triathlon/races/hollys2-2015?int=72-3-A5f35f4831-7352-49c5-ad9f-839c5b41a356
Monte Rio Triathlon 8 Week Training Program;Monday, April 10, 2017 - Sunday, June  4, 2017;Monte Rio Beach 20488 Highway 116 Monte Rio , CA 95462 ;triathlon; Triathlon International Beginner;Vineman, Inc.;http://www.vineman.com;http://www.active.com//monte-rio-ca/triathlon/programs/monte-rio-triathlon-8-week-training-program-2017?int=72-3-A694bf420a-1292-4a13-8007-b1b348484c3b
2016 Level II Endurance Certification Clinic;Monday, November  7, 2016 - Thursday, November 10, 2016;United States Olympic Training Center 1750 E. Boulder Street Colorado Springs , CO 80909 ;triathlon; Triathlon Colorado Springs, CO;USA Triathlon Sport Development; ;http://www.active.com//colorado-springs-co/triathlon/clinics/level-ii-endurance-certification-clinic-2016?int=72-3-A76407c014-751b-4d55-9d5e-89cd08392bb9
Team Carling Cairns Triathlon Squad - Jan-Jun 2017;Saturday, January 14, 2017 - Sunday, June 11, 2017;Team Carling PO Box 101 Clifton Beach , QLD , Australia 4879 ;triathlon; Triathlon;Team Carling; ;http://www.active.com//clifton-beach-qld/triathlon/camps/team-carling-cairns-triathlon-squad-jan-jun-2017?int=72-3-A8ac9f3348-3af7-4b50-b6f4-dc36061ceffe
TRYstars Club Application;Tuesday, July  5, 2016 - Friday, June 30, 2017;Triathlon Australia Office 123 main street Sydney , NSW , Australia 0000 ;triathlon; Triathlon;Triathlon Australia; ;http://www.active.com//sydney-nsw/triathlon/trystars-club-application-2016?int=72-3-A9870e0652-fe41-47e5-995e-6870356aaedb
IRONMAN 70.3 Miami 2017;Sunday, October 22, 2017;Bayfront Park 301 N. Biscayne Blvd Miami , FL 33132 ;triathlon; Triathlon Beginner Miami, FL;Miami Tri Events;http://ironmanmiami.com;http://www.active.com//miami-fl/triathlon/races/ironman-70-3-miami-2017?int=72-3-A10416af794-d7b2-4950-8292-73926abf7349
The Arctic Triple;Friday, March 17, 2017 - Monday, August 21, 2017;Lofoten Norway SvolvГ¦r , Norway 8300 ;triathlon; Triathlon International Beginner;The Arctic Triple;http://www.thearctictriple.com;http://www.active.com//svolv-r/running/races/the-arctic-triple-2017?int=72-3-A1107c4dfff-a8c8-45b8-9323-0c9b50de2a18
The Arctic Triple;Friday, March 17, 2017 - Monday, August 21, 2017;Lofoten Norway SvolvГ¦r , Norway 8300 ;triathlon; Triathlon International Beginner;The Arctic Triple;http://www.thearctictriple.com;http://www.active.com//svolv-r/running/races/the-arctic-triple-2017?int=72-3-A107c4dfff-a8c8-45b8-9323-0c9b50de2a18
Online Personalised Coaching with Nick Carling;Thursday, December  1, 2016 - Friday, June 30, 2017;Team Carling PO Box 101 Clifton Beach , QLD , Australia 4879 ;triathlon; Triathlon;Team Carling; ;http://www.active.com/http://www.activekids.com/clifton-beach-qld/running/camps/online-personalised-coaching-with-nick-carling-2016?int=72-3-A2a8f1d2d1-f90a-407b-8811-a84b74ec7dae
CCTRI November Triathlon;Sunday, November  6, 2016;  Sandy Beach Reserve Kullaroo Drive Summerland Point , NSW , Australia 2259 ;triathlon; Triathlon Sprint;Central Coast Triathlon Club;http://www.cctri.com.au;http://www.active.com//summerland-point-nsw/triathlon/races/cctri-november-triathlon-2016?int=72-3-A395f56ba7-6d3a-426b-bdf5-aef01353b491
Sovereign Sea2Sky Challenge - Sunday, 2nd April 2017;Sunday, April  2, 2017 - Sunday, April  2, 2017;  Christchurch Christchurch Christchurch , New Zealand 8062 ;triathlon; Triathlon 5K Super Sprint Beginner;Tri NZ; ;http://www.active.com//christchurch/triathlon/races/sovereign-sea2sky-challenge-sunday-2nd-april-2017?int=72-3-A4ae41ca47-fb84-48ca-96e5-d9020dfe5c43
Bewl Triathlon & OWS 2017;Saturday, August  5, 2017 - Sunday, August  6, 2017;  Bewl Water Lamberhurst , United Kingdom TN3 8JH ;triathlon; Triathlon International Sprint;Fit and Learn Ltd - TL Sports Events; ;http://www.active.com//lamberhurst/water-sports/swimming-races/bewl-triathlon-and-ows-2017?int=72-3-A5f822b5f6-a88f-4357-821a-ad7afffab943
Sovereign Wanaka Triathlon - Saturday, 14th January 2017;Saturday, January 14, 2017;  Lake Wanaka Lake Wanaka Lake Wanaka , New Zealand 9305 ;triathlon; Triathlon 5K Super Sprint International Sprint Beginner;Tri NZ; ;http://www.active.com//lake-wanaka/duathlon/races/sovereign-wanaka-triathlon-saturday-14th-january-2017?int=72-3-A6d03a5146-d7ac-4c05-bf0a-60155a4a14ba
Coffs Tri Club Race17/01/2016;Tuesday, January 17, 2017;Coffs Harbour Jetty Beach Marina Drive Coffs Harbour , NSW , Australia 2450 ;triathlon; Triathlon Sprint;Coffs Harbour Triathlon Club;http://www.coffstri.com;http://www.active.com//coffs-harbour-nsw/triathlon/races/coffs-tri-club-race17-01-2016-2017?int=72-3-A748a7bf00-8578-461b-a787-d04a58786ce5
Trikings Triathlon Club Annual Membership;Wednesday, August 17, 2016 - Friday, August 18, 2017;President 19 John Ramsay Circuit Hope Valley , SA , Australia 5090 ;triathlon; Triathlon; ; ;http://www.active.com//hope-valley-sa/triathlon/races/trikings-triathlon-club-annual-membership-2016?int=72-3-A8f2b8b60e-d729-43c1-9e88-a5308454841d
Race #1;Sunday, May 21, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-1-2017-26378969?int=72-3-A997261982-d45e-460e-b4ab-4be3c5f9cb46
Adult Triathlon - Individual;Tuesday, March  1, 2016 - Saturday, December 31, 2016;Center - Baxter YMCA 7900 Shelby St Indianapolis , IN 46227-5912 ;triathlon; Triathlon Indianapolis, IN;Young Men&#x27;s Christian Association of Greater Indianapolis - YMCA; ;http://www.active.com//indianapolis-in/triathlon/programs/adult-triathlon-individual-2016?int=72-3-A101b9342bf-3327-4010-af6a-350e8e947929
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, August 13, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/charleston-sprint-triathlon-5-race-option-2017-8?int=72-3-A118c7a84cd-14b7-4eb8-8288-d3a2cc039a87
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, August 13, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/charleston-sprint-triathlon-5-race-option-2017?int=72-3-A1ec6f466d-75da-4804-8524-49aaf0cc8c47
Triathlon Event - Tri-Evergreen;Monday, March  6, 2017 @ 10:30 AM (MST) - Friday, June  9, 2017 @ 11:30 AM (MDT);Wulf Recreation Center Physical: 5300 South Olive Road Mailing: 1521 Bergen Parkway Evergreen , CO 80439 ;triathlon; Triathlon Evergreen, CO;Evergreen Park and Recreation District; ;http://www.active.com//evergreen-co/triathlon/classes/triathlon-event-tri-evergreen-2017?int=72-3-A2c6597d7d-2b13-4007-bc0d-5c343b5168d3
Triathlon Training Beg. Swim Lessons - Sun 1:30pm;Sunday, November 13, 2016 @  1:30 PM (PST) - Sunday, December  4, 2016 @  2:30 PM (PST);Rose Bowl Aquatics Center 360 North Arroyo Pasadena , CA 91103 ;triathlon; Water Sports Pasadena, CA;Rose Bowl Aquatics Center; ;http://www.active.com/http://www.activekids.com/pasadena-ca/water-sports/swimming-classes/triathlon-training-beg-swim-lessons-sun-1-30pm-2016-27525798?int=72-3-A343346c6a-9c4e-4952-ac3f-0c87ad9bfd41
Triathlon Training Int. - Sat 11:30am;Saturday, November 12, 2016 @ 11:30 AM (PST) - Saturday, December  3, 2016 @ 12:30 PM (PST);Rose Bowl Aquatics Center 360 North Arroyo Pasadena , CA 91103 ;triathlon; Triathlon Pasadena, CA;Rose Bowl Aquatics Center; ;http://www.active.com/http://www.activekids.com/pasadena-ca/water-sports/swimming-classes/triathlon-training-int-sat-11-30am-2016-27525834?int=72-3-A449699bef-0cb1-4451-84c8-ba807af6d5f5
MuncieMan September with Sprint/Oly;Saturday, September  2, 2017;Prairie Creek Reservoir 7701 So. Co. rd 565 East Selma , IN 47302 ;triathlon; Triathlon International Sprint;America Multi-Sport, Inc. AX; ;http://www.active.com//selma-in/duathlon/races/muncieman-september-with-sprint-oly-2017-27424990?int=72-3-A56785ce0c-493d-4db2-8dc1-c6d58e27a005
Orange County TriathlonвЂўDuathlon;Sunday, June  4, 2017;Lake Mission Viejo 22555 Olympiad Rd Mission Viejo , CA 92692 ;triathlon; Triathlon International Beginner Mission Viejo, CA;Pelican Coast Events Inc.;http://www.octriseries.com/;http://www.active.com//mission-viejo-ca/duathlon/races/orange-county-triathlon-duathlon-2017?int=72-3-A677839298-3adf-4f9b-8d7c-39b26f16f556
10/16/15 - 2016 CNY Triathlon Membership;Friday, January  1, 2016 @ 11:59 PM (EST) - Saturday, December 31, 2016 @ 11:59 PM (EST);Central New York - Syracuse , NY 13214 ;triathlon; Triathlon Sprint International Syracuse, NY; ; ;http://www.active.com//syracuse-ny/triathlon/memberships/10-16-15-cny-triathlon-membership-2016?int=72-3-A7e32d3371-480e-439f-892a-48cac8a9adc8
XTERRA Canmore Off-road Triathlon & Duathlon;Sunday, August  6, 2017;Canmore Nordic Centre 1988 Olympic Way Canmore , AB , Canada T1W 2T6 ;triathlon; Triathlon International Sprint;Grizzly Mountain Events;http://www.grizzlyevents.ca;http://www.active.com//canmore-ab/duathlon/races/xterra-canmore-off-road-triathlon-and-duathlon-2017?int=72-3-A803bb6b91-701c-4cdf-a28a-2e93532ccbb2
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, June 18, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/charleston-sprint-triathlon-5-race-option-2017?int=72-3-A998af0993-9e84-4f43-bd26-786ea8de14c7
Balmoral Tri Club Youth Program;Friday, November 18, 2016 - Sunday, February 12, 2017;Balmoral Triathlon Club 2 The Esplanade BALMORAL BEACH , NSW , Australia 2171 ;triathlon; Triathlon Super Sprint Beginner;Triathlon New South Wales; ;http://www.active.com//balmoral-beach-nsw/triathlon/programs/balmoral-tri-club-youth-program-2016?int=72-3-A107769bfe5-f670-4d05-b9a5-7735e4986683
Tri The Beast (Middle);Sunday, September 24, 2017;Lynmouth, Devon Lynmouth Green Devon Lynmouth , Somerset , United Kingdom EX35 6EN ;triathlon; Triathlon;Xman Events Ltd;http://xmanevents.com;http://www.active.com//lynmouth-somerset/triathlon/races/tri-the-beast-middle-2017?int=72-3-A11e9d24371-af48-46b9-9797-0d1d5a824a82
TRI THE GOAT;Sunday, September 24, 2017;Lynmouth, Devon Lynmouth Green Devon Lynmouth , Somerset , United Kingdom EX35 6EN ;triathlon; Triathlon International;Xman Events Ltd;http://xmanevents.com;http://www.active.com//lynmouth-somerset/triathlon/races/tri-the-goat-2017?int=72-3-A1c7df237a-82c1-4d8d-8f84-5efb3abbc253
2016 ITU Cross (Off-Road) World Championship, Team USA Slot;Saturday, November 19, 2016 - Sunday, November 20, 2016;Lake Crackenback TBD TBD , NSW , Australia 2627 ;triathlon; Triathlon International;USA Triathlon; ;http://www.active.com//tbd-nsw/triathlon/races/itu-cross-off-road-world-championship-team-usa-slot-2016?int=72-3-A277901529-77a5-450f-91de-0c7c39d51f96
Race #1;Sunday, May 21, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-1-2017-26773857?int=72-3-A3d2b84b2a-fe41-4e72-bb35-e727c0d00711
Coffs Tri Club Race 6 - 27 Nov 2016;Sunday, November 27, 2016;Coffs Harbour Jetty Beach Marina Drive Coffs Harbour , NSW , Australia 2450 ;triathlon; Triathlon Sprint;Coffs Harbour Triathlon Club;http://www.coffstri.com;http://www.active.com//coffs-harbour-nsw/triathlon/races/coffs-tri-club-race-6-27-nov-2016?int=72-3-A4ed9f8df2-e6f2-4a3b-a988-1a4462331211
Charleston Sprint Triathlon 5 Race Option;Sunday, May 21, 2017 @  7:00 AM - Sunday, June 18, 2017 @ 12:00 PM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/charleston-sprint-triathlon-5-race-option-2017-7?int=72-3-A57df09208-099b-4b77-87d3-12cf57e1f38d
YWCA Greater Newburyport Tri for the YWCA;Sunday, March 19, 2017;YWCA Newburyport 13 Market Street Newburyport , MA 01950 ;triathlon; Triathlon Sprint;YWCA Greater Newburyport;http://ywcanewburyport.org;http://www.active.com//newburyport-ma/triathlon/races/ywca-greater-newburyport-tri-for-the-ywca-2017?int=72-3-A69cc426b6-a39d-431b-a15f-d6c050610272
Adult Triathlon - 2 participants (same household);Tuesday, March  1, 2016 - Saturday, December 31, 2016;Center - Baxter YMCA 7900 Shelby St Indianapolis , IN 46227-5912 ;triathlon; Triathlon Indianapolis, IN;Young Men&#x27;s Christian Association of Greater Indianapolis - YMCA; ;http://www.active.com//indianapolis-in/triathlon/programs/adult-triathlon-2-participants-same-household-2016?int=72-3-A7e65b4fd6-9e07-49a9-b2cc-c5a7ea0c67c6
Splash Pedal Dash Triathlon/Dash Pedal Dash Duathlon;Sunday, July 16, 2017;Meineke Recreation Center 220 E. Weathersfield Way Schaumburg , IL 60193 ;triathlon; Triathlon Sprint Beginner Schaumburg, IL;Schaumburg Park District;http://www.parkfun.com/programs/special-events/triathlon-duathlon;http://www.active.com//schaumburg-il/duathlon/races/splash-pedal-dash-triathlon-dash-pedal-dash-duathlon-2017?int=72-3-A8c2f3f7c1-f0b6-4a0f-9e3e-0a1523ad0eea
Race 2 The Athletes Foot Triathlon;Sunday, November 20, 2016;Dalyellup End Norton Promenade Dalyellup , WA , Australia 6230 ;triathlon; Other Endurance;Bunbury Triathlon Club;http://bunburytriclub.myclub.org.au/;http://www.active.com//dalyellup-wa/running/distance-running-races/race-2-the-athletes-foot-triathlon-2016?int=72-3-A9ff6e67e2-48b1-405b-bfe2-3494d1d1a680
Internationaler Triathlon TRI113 Bostalsee;Sunday, July  2, 2017;Center Parcs Park Bostalsee Lindenallee 1 Nohfelden , Germany 66625 ;triathlon; Triathlon Beginner;WEC GmbH;http://www.triathlon-events.eu;http://www.active.com//nohfelden/triathlon/races/internationaler-triathlon-tri113-bostalsee-2017?int=72-3-A102165f4ee-7f13-4692-90cd-e0590d0288c8
Balmoral Tri Club TRYstars program;Friday, November 18, 2016 - Sunday, February 12, 2017;Balmoral Tri Club 2 The Esplanade Balmoral Beach , NSW , Australia 2171 ;triathlon; Triathlon Beginner;Triathlon Australia; ;http://www.active.com//balmoral-beach-nsw/triathlon/programs/balmoral-tri-club-trystars-program-2016?int=72-3-A11af973478-945a-43ea-b352-33ceb789ccd0
Adult Triathlon - 3+ participants (same household);Tuesday, March  1, 2016 - Saturday, December 31, 2016;Center - Baxter YMCA 7900 Shelby St Indianapolis , IN 46227-5912 ;triathlon; Triathlon Indianapolis, IN;Young Men&#x27;s Christian Association of Greater Indianapolis - YMCA; ;http://www.active.com//indianapolis-in/triathlon/programs/adult-triathlon-3-participants-same-household-2016?int=72-3-A184f17718-9126-493f-bd81-05d6453a85f6
Bunbury Triathlon Club Annual Membership;Wednesday, November  4, 2015 - Saturday, November  5, 2016;Bunbury PO Box 672 Bunbury , WA , Australia 6231 ;triathlon; Triathlon; ; ;http://www.active.com//bunbury-wa/triathlon/races/bunbury-triathlon-club-annual-membership-2015?int=72-3-A2ab4066fc-b1dc-4ae7-8a8f-0a1552ca30a7
Waves Indoor Triathlon;Saturday, April  1, 2017;High Blue Wellness Center 16400 N. Mullen Rd. Belton , MO 64012 ;triathlon; Triathlon Sprint Beginner;Belton Parks and Recreation;http://www.beltonparks.org/242/Indoor-Triathlon;http://www.active.com//belton-mo/triathlon/races/waves-indoor-triathlon-2017?int=72-3-A37d33894a-90a0-4026-a5e3-e3d00d0444c6
Pacific Coast TriathlonвЂўDuathlon;Sunday, September 10, 2017;Crystal Cove State Park 8471 N Coast Hwy Laguna Beach , CA 92651 ;triathlon; Duathlon Sprint Beginner;Pelican Coast Events Inc.;http://www.octriseries.com/;http://www.active.com//laguna-beach-ca/running/distance-running-races/pacific-coast-triathlon-duathlon-2017?int=72-3-A45497015b-7fe4-490f-a9d6-10cd0abe057e
Race #5;Sunday, August 13, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/classes/race-5-2017-3?int=72-3-A536008c93-6915-412a-87ec-d7a8641102c3
Conquer The Chilterns Sprint Plus & Olympic Plus Triathlon;Sunday, September 17, 2017;Hambleden Estate Culden Faw Fawley Henley on Thames , United Kingdom RG9 3AP ;triathlon; Triathlon Sprint International Beginner;F3 Events Ltd;http://www.f3events.co.uk;http://www.active.com//henley-on-thames/triathlon/races/conquer-the-chilterns-sprint-plus-and-olympic-plus-triathlon-2017?int=72-3-A6f7336ffb-b10b-4763-9a44-b720b3750194
Benguela Cove Cross Triathlon;Saturday, February  4, 2017;Benguela Cove Wine Estate Hermanus Western Cape , South Africa 7200 ;triathlon; Triathlon;Trisport PTY LTD;http://trisport.co.za/trievent/benguela-cove-cross-triathlon-2/;http://www.active.com//western-cape/triathlon/races/benguela-cove-cross-triathlon-2017?int=72-3-A7ebdf543c-8c12-49d9-b13c-56130b38d689
2016 Fujifilm Junior Triathlon, Hamilton Island;Sunday, November 13, 2016;Hamilton Island Po Box 148 Hamilton island , QLD , Australia 4803 ;triathlon; Triathlon Sprint Beginner;Hamilton Island Limited;http://www.hamiltonisland.com.au/sports-events/triathlon-and-ocean-swimming;http://www.active.com//hamilton-island-qld/triathlon/races/fujifilm-junior-triathlon-hamilton-island-2016?int=72-3-A8c8847266-07c8-46d5-ae76-1d83fa8fa9a6
Exceleration - Adventure Tri;Saturday, September 17, 2016 @  9:15 AM - Saturday, December  3, 2016 @ 11:00 AM;Templeton Park Pool 700 Templeton Drive Vancouver , BC , Canada V6G 1Z4 ;triathlon; Triathlon;Vancouver Board of Parks and Recreation; ;http://www.active.com//vancouver-bc/triathlon/classes/exceleration-adventure-tri-2016-25335839?int=72-3-A9ad10e28b-8f9f-4f5e-afb5-a53a19d9f351
Race #3;Sunday, July  9, 2017 @  7:00 AM;  871 Riverland Dr Charleston , SC 29412.0 ;triathlon; Triathlon Charleston, SC; ; ;http://www.active.com//charleston-sc/triathlon/races/race-3-2017-25952167?int=72-3-A106b495983-65f5-4726-8698-2f42c7bc9185
South Shore TRI Club Membership 2017;Tuesday, November  1, 2016 - Wednesday, November  1, 2017;South Shore TRI Coach 68 Roosevelt St Babylon , NY 11702 ;triathlon; Triathlon Beginner;South Shore TRI Coach;http://www.southshoretricoach.com;http://www.active.com//babylon-ny/triathlon/south-shore-tri-club-membership-2017-2016?int=72-3-A111d1f3aa4-cd97-4f93-a42b-04cbac411663
Grizzly Winter Triathlon Solo;Saturday, February 11, 2017;Canmore Nordic Centre 1988 Olympic Way Canmore , AB , Canada T1W 2T6 ;triathlon; Triathlon;Grizzly Mountain Events;http://www.grizzlyevents.ca;http://www.active.com//canmore-ab/triathlon/races/grizzly-winter-triathlon-solo-2017?int=72-3-A1b01b439d-3aa0-4391-ae5a-a4285b0e4b94
